sentence,label,group,source
The managers that the architect,0,ML,obj_rel_within_anim_all
The managers that the skater,0,ML,obj_rel_within_anim_all
The managers that the dancer,0,ML,obj_rel_within_anim_all
The managers that the minister,0,ML,obj_rel_within_anim_all
The managers that the taxi driver,0,ML,obj_rel_within_anim_all
The managers that the assistant,0,ML,obj_rel_within_anim_all
The managers that the executive,0,ML,obj_rel_within_anim_all
The managers that the parent,0,ML,obj_rel_within_anim_all
The customers that the guard,0,ML,obj_rel_within_anim_all
The customers that the chef,0,ML,obj_rel_within_anim_all
The customers that the architect,0,ML,obj_rel_within_anim_all
The customers that the skater,0,ML,obj_rel_within_anim_all
The customers that the dancer,0,ML,obj_rel_within_anim_all
The customers that the minister,0,ML,obj_rel_within_anim_all
The customers that the taxi driver,0,ML,obj_rel_within_anim_all
The customers that the assistant,0,ML,obj_rel_within_anim_all
The customers that the executive,0,ML,obj_rel_within_anim_all
The customers that the parent,0,ML,obj_rel_within_anim_all
The officers that the guard,0,ML,obj_rel_within_anim_all
The officers that the chef,0,ML,obj_rel_within_anim_all
The officers that the architect,0,ML,obj_rel_within_anim_all
The officers that the skater,0,ML,obj_rel_within_anim_all
The officers that the dancer,0,ML,obj_rel_within_anim_all
The officers that the minister,0,ML,obj_rel_within_anim_all
The officers that the taxi driver,0,ML,obj_rel_within_anim_all
The officers that the assistant,0,ML,obj_rel_within_anim_all
The officers that the executive,0,ML,obj_rel_within_anim_all
The officers that the parent,0,ML,obj_rel_within_anim_all
The teachers that the guard,0,ML,obj_rel_within_anim_all
The teachers that the chef,0,ML,obj_rel_within_anim_all
The teachers that the architect,0,ML,obj_rel_within_anim_all
The teachers that the skater,0,ML,obj_rel_within_anim_all
The teachers that the dancer,0,ML,obj_rel_within_anim_all
The teachers that the minister,0,ML,obj_rel_within_anim_all
The teachers that the taxi driver,0,ML,obj_rel_within_anim_all
The teachers that the assistant,0,ML,obj_rel_within_anim_all
The teachers that the executive,0,ML,obj_rel_within_anim_all
The teachers that the parent,0,ML,obj_rel_within_anim_all
The senators that the guard,0,ML,obj_rel_within_anim_all
The senators that the chef,0,ML,obj_rel_within_anim_all
The senators that the architect,0,ML,obj_rel_within_anim_all
The senators that the skater,0,ML,obj_rel_within_anim_all
The senators that the dancer,0,ML,obj_rel_within_anim_all
The senators that the minister,0,ML,obj_rel_within_anim_all
The senators that the taxi driver,0,ML,obj_rel_within_anim_all
The senators that the assistant,0,ML,obj_rel_within_anim_all
The senators that the executive,0,ML,obj_rel_within_anim_all
The senators that the parent,0,ML,obj_rel_within_anim_all
The consultants that the guard,0,ML,obj_rel_within_anim_all
The consultants that the chef,0,ML,obj_rel_within_anim_all
The consultants that the architect,0,ML,obj_rel_within_anim_all
The consultants that the skater,0,ML,obj_rel_within_anim_all
The consultants that the dancer,0,ML,obj_rel_within_anim_all
The consultants that the minister,0,ML,obj_rel_within_anim_all
The consultants that the taxi driver,0,ML,obj_rel_within_anim_all
The consultants that the assistant,0,ML,obj_rel_within_anim_all
The consultants that the executive,0,ML,obj_rel_within_anim_all
The consultants that the parent,0,ML,obj_rel_within_anim_all
The author that the guard,0,ML,obj_rel_within_anim_all
The author that the chef,0,ML,obj_rel_within_anim_all
The author that the architect,0,ML,obj_rel_within_anim_all
The author that the skater,0,ML,obj_rel_within_anim_all
The author that the dancer,0,ML,obj_rel_within_anim_all
The author that the minister,0,ML,obj_rel_within_anim_all
The author that the taxi driver,0,ML,obj_rel_within_anim_all
The author that the assistant,0,ML,obj_rel_within_anim_all
The author that the executive,0,ML,obj_rel_within_anim_all
The author that the parent,0,ML,obj_rel_within_anim_all
The pilot that the guard,0,ML,obj_rel_within_anim_all
The pilot that the chef,0,ML,obj_rel_within_anim_all
The pilot that the architect,0,ML,obj_rel_within_anim_all
The pilot that the skater,0,ML,obj_rel_within_anim_all
The pilot that the dancer,0,ML,obj_rel_within_anim_all
The pilot that the minister,0,ML,obj_rel_within_anim_all
The pilot that the taxi driver,0,ML,obj_rel_within_anim_all
The pilot that the assistant,0,ML,obj_rel_within_anim_all
The pilot that the executive,0,ML,obj_rel_within_anim_all
The pilot that the parent,0,ML,obj_rel_within_anim_all
The surgeon that the guard,0,ML,obj_rel_within_anim_all
The surgeon that the chef,0,ML,obj_rel_within_anim_all
The surgeon that the architect,0,ML,obj_rel_within_anim_all
The surgeon that the skater,0,ML,obj_rel_within_anim_all
The surgeon that the dancer,0,ML,obj_rel_within_anim_all
The surgeon that the minister,0,ML,obj_rel_within_anim_all
The surgeon that the taxi driver,0,ML,obj_rel_within_anim_all
The surgeon that the assistant,0,ML,obj_rel_within_anim_all
The surgeon that the executive,0,ML,obj_rel_within_anim_all
The surgeon that the parent,0,ML,obj_rel_within_anim_all
The farmer that the guard,0,ML,obj_rel_within_anim_all
The farmer that the chef,0,ML,obj_rel_within_anim_all
The farmer that the architect,0,ML,obj_rel_within_anim_all
The farmer that the skater,0,ML,obj_rel_within_anim_all
The farmer that the dancer,0,ML,obj_rel_within_anim_all
The farmer that the minister,0,ML,obj_rel_within_anim_all
The farmer that the taxi driver,0,ML,obj_rel_within_anim_all
The farmer that the assistant,0,ML,obj_rel_within_anim_all
The farmer that the executive,0,ML,obj_rel_within_anim_all
The farmer that the parent,0,ML,obj_rel_within_anim_all
The manager that the guard,0,ML,obj_rel_within_anim_all
The manager that the chef,0,ML,obj_rel_within_anim_all
The manager that the architect,0,ML,obj_rel_within_anim_all
The manager that the skater,0,ML,obj_rel_within_anim_all
The manager that the dancer,0,ML,obj_rel_within_anim_all
The manager that the minister,0,ML,obj_rel_within_anim_all
The manager that the taxi driver,0,ML,obj_rel_within_anim_all
The manager that the assistant,0,ML,obj_rel_within_anim_all
The manager that the executive,0,ML,obj_rel_within_anim_all
The manager that the parent,0,ML,obj_rel_within_anim_all
The customer that the guard,0,ML,obj_rel_within_anim_all
The customer that the chef,0,ML,obj_rel_within_anim_all
The customer that the architect,0,ML,obj_rel_within_anim_all
The customer that the skater,0,ML,obj_rel_within_anim_all
The customer that the dancer,0,ML,obj_rel_within_anim_all
The customer that the minister,0,ML,obj_rel_within_anim_all
The customer that the taxi driver,0,ML,obj_rel_within_anim_all
The customer that the assistant,0,ML,obj_rel_within_anim_all
The customer that the executive,0,ML,obj_rel_within_anim_all
The customer that the parent,0,ML,obj_rel_within_anim_all
The officer that the guard,0,ML,obj_rel_within_anim_all
The officer that the chef,0,ML,obj_rel_within_anim_all
The officer that the architect,0,ML,obj_rel_within_anim_all
The officer that the skater,0,ML,obj_rel_within_anim_all
The officer that the dancer,0,ML,obj_rel_within_anim_all
The officer that the minister,0,ML,obj_rel_within_anim_all
The officer that the taxi driver,0,ML,obj_rel_within_anim_all
The officer that the assistant,0,ML,obj_rel_within_anim_all
The officer that the executive,0,ML,obj_rel_within_anim_all
The officer that the parent,0,ML,obj_rel_within_anim_all
The teacher that the guard,0,ML,obj_rel_within_anim_all
The teacher that the chef,0,ML,obj_rel_within_anim_all
The teacher that the architect,0,ML,obj_rel_within_anim_all
The teacher that the skater,0,ML,obj_rel_within_anim_all
The teacher that the dancer,0,ML,obj_rel_within_anim_all
The teacher that the minister,0,ML,obj_rel_within_anim_all
The teacher that the taxi driver,0,ML,obj_rel_within_anim_all
The teacher that the assistant,0,ML,obj_rel_within_anim_all
The teacher that the executive,0,ML,obj_rel_within_anim_all
The teacher that the parent,0,ML,obj_rel_within_anim_all
The senator that the guard,0,ML,obj_rel_within_anim_all
The senator that the chef,0,ML,obj_rel_within_anim_all
The senator that the architect,0,ML,obj_rel_within_anim_all
The senator that the skater,0,ML,obj_rel_within_anim_all
The senator that the dancer,0,ML,obj_rel_within_anim_all
The senator that the minister,0,ML,obj_rel_within_anim_all
The senator that the taxi driver,0,ML,obj_rel_within_anim_all
The senator that the assistant,0,ML,obj_rel_within_anim_all
The senator that the executive,0,ML,obj_rel_within_anim_all
The senator that the parent,0,ML,obj_rel_within_anim_all
The consultant that the guard,0,ML,obj_rel_within_anim_all
The consultant that the chef,0,ML,obj_rel_within_anim_all
The consultant that the architect,0,ML,obj_rel_within_anim_all
The consultant that the skater,0,ML,obj_rel_within_anim_all
The consultant that the dancer,0,ML,obj_rel_within_anim_all
The consultant that the minister,0,ML,obj_rel_within_anim_all
The consultant that the taxi driver,0,ML,obj_rel_within_anim_all
The consultant that the assistant,0,ML,obj_rel_within_anim_all
The consultant that the executive,0,ML,obj_rel_within_anim_all
The consultant that the parent,0,ML,obj_rel_within_anim_all
